game_id;team;opp;name;id;pos;min;sh;g;kp;a;xg;xa
16438;Chelsea;Southampton;Ruben Loftus-Cheek;688;MC;86;2;0;2;1;0.11;0.63
16438;Chelsea;Southampton;Timo Werner;65;AMC;90;6;1;0;0;1.39;0.0
16438;Chelsea;Southampton;Callum Hudson-Odoi;6456;AMC;68;1;0;1;0;0.1;0.07
16438;Chelsea;Southampton;Romelu Lukaku;594;FW;90;2;0;1;0;0.8;0.42
16438;Chelsea;Southampton;Jorginho;1389;Sub;14;0;0;0;0;0.0;0.0
16438;Chelsea;Southampton;Ross Barkley;592;Sub;4;0;0;0;0;0.0;0.0
16438;Chelsea;Southampton;Mason Mount;7768;Sub;22;1;0;2;0;0.09;0.8
16438;Southampton;Chelsea;Alex McCarthy;635;GK;90;0;0;0;0;0.0;0.0
16438;Southampton;Chelsea;Valentino Livramento;9512;DR;90;0;0;0;0;0.0;0.0
16438;Southampton;Chelsea;Mohammed Salisu;6923;DC;90;0;0;0;0;0.0;0.0
16438;Southampton;Chelsea;Jan Bednarek;6042;DC;90;0;0;0;0;0.0;0.0
16438;Southampton;Chelsea;Kyle Walker-Peters;885;DL;90;0;0;1;0;0.0;0.62
16438;Southampton;Chelsea;Theo Walcott;503;MR;49;2;0;1;0;0.63;0.02
16438;Southampton;Chelsea;Oriol Romeu;842;MC;90;0;0;1;0;0.0;0.02
16438;Southampton;Chelsea;James Ward-Prowse;843;MC;80;2;1;0;0;0.78;0.0
16438;Southampton;Chelsea;Nathan Tella;8456;ML;76;0;0;0;0;0.0;0.0
16438;Southampton;Chelsea;Nathan Redmond;790;FW;90;0;0;0;0;0.0;0.0
16438;Southampton;Chelsea;Adam Armstrong;4419;FW;90;2;0;0;0;0.11;0.0
16438;Southampton;Chelsea;Moussa Djenepo;7701;Sub;14;0;0;0;0;0.0;0.0
16438;Southampton;Chelsea;Mohamed Elyounoussi;6894;Sub;1;0;0;0;0;0.0;0.0
16438;Southampton;Chelsea;Ibrahima Diallo;6736;Sub;41;0;0;1;0;0.0;0.09
16440;Leeds;Watford;Illan Meslier;8715;GK;90;0;0;0;0;0.0;0.0
16440;Leeds;Watford;Jamie Shackleton;8721;DR;90;1;0;0;0;0.02;0.0
16440;Leeds;Watford;Diego Llorente;2163;DC;90;1;1;0;0;0.54;0.0
16440;Leeds;Watford;Liam Cooper;8816;DC;90;0;0;0;0;0.0;0.0
16440;Leeds;Watford;Junior Firpo;6485;DL;90;0;0;2;0;0.0;0.1
16440;Leeds;Watford;Kalvin Phillips;8719;DMC;90;0;0;0;0;0.0;0.0
16440;Leeds;Watford;Raphinha;8026;MR;90;5;0;1;0;0.33;0.09
16440;Leeds;Watford;Mateusz Klich;4381;MC;90;2;0;3;0;0.09;0.16
16440;Leeds;Watford;Stuart Dallas;8718;MC;80;5;0;2;0;0.34;0.05
16440;Leeds;Watford;Daniel James;5595;ML;90;2;0;0;0;0.09;0.0
16440;Leeds;Watford;Rodrigo;2381;FW;90;2;0;4;0;0.04;0.26
16440;Leeds;Watford;Pascal Struijk;8717;Sub;1;0;0;0;0;0.0;0.0
16440;Leeds;Watford;Tyler Roberts;1014;Sub;10;2;0;0;0;0.12;0.0
16440;Watford;Leeds;Ben Foster;803;GK;90;0;0;0;0;0.0;0.0
16440;Watford;Leeds;Kiko Femenia;5043;DR;90;0;0;0;0;0.0;0.0
16440;Watford;Leeds;Francisco Sierralta;7081;DC;70;0;0;0;0;0.0;0.0
16440;Watford;Leeds;William Troost-Ekong;6996;DC;90;0;0;1;0;0.0;0.07
16440;Watford;Leeds;Danny Rose;641;DL;90;0;0;0;0;0.0;0.0
16440;Watford;Leeds;Moussa Sissoko;772;DMC;90;0;0;1;0;0.0;0.02
16440;Watford;Leeds;Juraj Kucka;1123;DMC;90;1;0;0;0;0.02;0.0
16440;Watford;Leeds;Ismaila Sarr;5675;AMR;90;1;0;0;0;0.03;0.0
16440;Watford;Leeds;Ozan Tufan;9957;AMC;61;1;0;0;0;0.06;0.0
16440;Watford;Leeds;Emmanuel Dennis;9301;AML;90;1;0;2;0;0.07;0.04
16440;Watford;Leeds;Joshua King;465;FW;45;0;0;0;0;0.0;0.0
16440;Watford;Leeds;Christian Kabasele;1725;Sub;20;0;0;0;0;0.0;0.0
16440;Watford;Leeds;Joao Pedro;8272;Sub;29;1;0;0;0;0.02;0.0
16440;Watford;Leeds;Ken Sema;6841;Sub;45;0;0;0;0;0.0;0.0
16445;Wolverhampton Wanderers;Newcastle United;Jose Sa;9740;GK;90;0;0;0;0;0.0;0.0
16445;Wolverhampton Wanderers;Newcastle United;Romain Saiss;3491;DC;90;0;0;0;0;0.0;0.0
16445;Wolverhampton Wanderers;Newcastle United;Conor Coady;6851;DC;90;0;0;0;0;0.0;0.0
16445;Wolverhampton Wanderers;Newcastle United;Max Kilman;7332;DC;90;0;0;0;0;0.0;0.0
16445;Wolverhampton Wanderers;Newcastle United;Nelson Semedo;6163;DMR;90;0;0;0;0;0.0;0.0
16445;Wolverhampton Wanderers;Newcastle United;Fernando Marcal;5708;DML;90;0;0;0;0;0.0;0.0
16445;Wolverhampton Wanderers;Newcastle United;Ruben Neves;6853;MC;90;0;0;1;0;0.0;0.03
16445;Wolverhampton Wanderers;Newcastle United;Joao Moutinho;3422;MC;90;1;0;1;0;0.03;0.02
16445;Wolverhampton Wanderers;Newcastle United;Trincao;8934;FWR;89;3;0;0;0;0.68;0.0
16445;Wolverhampton Wanderers;Newcastle United;Raul Jimenez;4105;FW;90;1;0;3;2;0.04;0.48
16445;Wolverhampton Wanderers;Newcastle United;Hee-Chan Hwang;8845;FWL;90;2;2;1;0;0.41;0.58
16445;Wolverhampton Wanderers;Newcastle United;Leander Dendoncker;7236;Sub;1;0;0;1;0;0.0;0.04
16445;Wolverhampton Wanderers;Newcastle United;Adama Traore;900;Sub;1;0;0;0;0;0.0;0.0
16445;Newcastle United;Wolverhampton Wanderers;Karl Darlow;780;GK;90;0;0;0;0;0.0;0.0
16445;Newcastle United;Wolverhampton Wanderers;Javier Manquillo;1719;DR;73;0;0;1;1;0.0;0.02
16445;Newcastle United;Wolverhampton Wanderers;Federico Fernandez;708;DC;90;1;0;0;0;0.03;0.0
16445;Newcastle United;Wolverhampton Wanderers;Ciaran Clark;875;DC;90;0;0;0;0;0.0;0.0
16445;Newcastle United;Wolverhampton Wanderers;Matt Ritchie;461;DL;90;0;0;4;0;0.0;0.16
16445;Newcastle United;Wolverhampton Wanderers;Sean Longstaff;7078;DMC;90;1;0;0;0;0.06;0.0
16445;Newcastle United;Wolverhampton Wanderers;Miguel Almiron;7420;MR;80;0;0;0;0;0.0;0.0
16445;Newcastle United;Wolverhampton Wanderers;Joe Willock;6630;MC;35;0;0;0;0;0.0;0.0
16445;Newcastle United;Wolverhampton Wanderers;Isaac Hayden;6062;MC;90;0;0;0;0;0.0;0.0
16445;Newcastle United;Wolverhampton Wanderers;Joelinton;87;ML;90;3;0;0;0;0.09;0.0
16445;Newcastle United;Wolverhampton Wanderers;Allan Saint-Maximin;101;FW;90;1;0;0;0;0.61;0.0
16445;Newcastle United;Wolverhampton Wanderers;Jeff Hendrick;1746;Sub;55;1;1;0;0;0.02;0.0
16445;Newcastle United;Wolverhampton Wanderers;Dwight Gayle;743;Sub;10;1;0;0;0;0.06;0.0
16445;Newcastle United;Wolverhampton Wanderers;Jacob Murphy;6063;Sub;17;0;0;0;0;0.0;0.0
16436;Brighton;Arsenal;Robert Sanchez;9098;GK;90;0;0;0;0;0.0;0.0
16436;Brighton;Arsenal;Shane Duffy;6047;DC;90;2;0;0;0;0.11;0.0
16436;Brighton;Arsenal;Dan Burn;7382;DC;90;1;0;1;0;0.1;0.02
16436;Brighton;Arsenal;Lewis Dunk;6048;DC;90;2;0;1;0;0.1;0.1
16436;Brighton;Arsenal;Joel Veltman;8780;DMR;90;0;0;1;0;0.0;0.09
16436;Brighton;Arsenal;Marc Cucurella;7134;DML;90;0;0;4;0;0.0;0.18
16436;Brighton;Arsenal;Pascal Gross;239;MC;85;1;0;3;0;0.06;0.19
16436;Brighton;Arsenal;Jakub Moder;9284;MC;79;2;0;1;0;0.1;0.06
16436;Brighton;Arsenal;Adam Lallana;486;MC;90;1;0;1;0;0.05;0.07
16436;Brighton;Arsenal;Leandro Trossard;7698;FW;90;6;0;3;0;0.26;0.13
16436;Brighton;Arsenal;Neal Maupay;3621;FW;90;4;0;2;0;0.25;0.03
16436;Brighton;Arsenal;Alexis Mac Allister;8379;Sub;11;1;0;0;0;0.01;0.0
16436;Brighton;Arsenal;Solly March;6049;Sub;5;1;0;1;0;0.07;0.06
16436;Arsenal;Brighton;Aaron Ramsdale;5603;GK;90;0;0;0;0;0.0;0.0
16436;Arsenal;Brighton;Takehiro Tomiyasu;7931;DR;90;0;0;0;0;0.0;0.0
16436;Arsenal;Brighton;Gabriel;5613;DC;90;1;0;0;0;0.06;0.0
16436;Arsenal;Brighton;Ben White;7298;DC;90;0;0;1;0;0.0;0.06
16436;Arsenal;Brighton;Kieran Tierney;8089;DL;90;0;0;0;0;0.0;0.0
16436;Arsenal;Brighton;Albert Sambi Lokonga;9689;DMC;90;1;0;0;0;0.02;0.0
16436;Arsenal;Brighton;Thomas Partey;2328;DMC;90;3;0;1;0;0.08;0.06
16436;Arsenal;Brighton;Bukayo Saka;7322;AMR;90;1;0;1;0;0.1;0.04
16436;Arsenal;Brighton;Martin Odegaard;2517;AMC;64;0;0;0;0;0.0;0.0
16436;Arsenal;Brighton;Emile Smith-Rowe;7230;AML;90;1;0;2;0;0.06;0.04
16436;Arsenal;Brighton;Pierre-Emerick Aubameyang;318;FW;73;1;0;0;0;0.04;0.0
16436;Arsenal;Brighton;Alexandre Lacazette;3277;Sub;17;0;0;0;0;0.0;0.0
16436;Arsenal;Brighton;Ainsley Maitland-Niles;1750;Sub;1;0;0;0;0;0.0;0.0
16436;Arsenal;Brighton;Nicolas Pepe;5656;Sub;26;0;0;0;0;0.0;0.0
16439;Crystal Palace;Leicester;Vicente Guaita;2190;GK;90;0;0;0;0;0.0;0.0
16439;Crystal Palace;Leicester;Joel Ward;510;DR;90;1;0;0;0;0.07;0.0
16439;Crystal Palace;Leicester;Joachim Andersen;6314;DC;90;0;0;1;0;0.0;0.02
16439;Crystal Palace;Leicester;Marc Guehi;7603;DC;90;0;0;0;0;0.0;0.0
16439;Crystal Palace;Leicester;Tyrick Mitchell;8214;DL;90;0;0;1;0;0.0;0.06
16439;Crystal Palace;Leicester;Luka Milivojevic;5549;MC;90;0;0;2;0;0.0;0.24
16439;Crystal Palace;Leicester;Conor Gallagher;9040;MC;73;4;0;1;0;0.23;0.11
16439;Crystal Palace;Leicester;James McArthur;633;MC;90;0;0;1;0;0.0;0.05
16439;Crystal Palace;Leicester;Jordan Ayew;672;FWR;55;1;0;1;0;0.03;0.03
16439;Crystal Palace;Leicester;Odsonne Edouard;3697;FW;87;2;0;2;0;0.31;0.1
16439;Crystal Palace;Leicester;Wilfried Zaha;522;FWL;90;3;0;3;0;0.12;0.2
16439;Crystal Palace;Leicester;Christian Benteke;606;Sub;3;0;0;0;0;0.0;0.0
16439;Crystal Palace;Leicester;Jeffrey Schlupp;757;Sub;17;4;1;0;0;0.19;0.0
16439;Crystal Palace;Leicester;Michael Olise;9948;Sub;35;3;1;2;0;0.24;0.12
16439;Leicester;Crystal Palace;Kasper Schmeichel;745;GK;90;0;0;0;0;0.0;0.0
16439;Leicester;Crystal Palace;Timothy Castagne;6157;DR;90;0;0;0;0;0.0;0.0
16439;Leicester;Crystal Palace;Jannik Vestergaard;111;DC;90;0;0;1;0;0.0;0.07
16439;Leicester;Crystal Palace;Caglar Soyuncu;5264;DC;90;0;0;0;0;0.0;0.0
16439;Leicester;Crystal Palace;Ryan Bertrand;835;DL;90;0;0;0;0;0.0;0.0
16439;Leicester;Crystal Palace;Ademola Lookman;5556;MR;82;1;0;0;0;0.05;0.0
16439;Leicester;Crystal Palace;Youri Tielemans;5956;MC;90;1;0;1;0;0.01;0.05
16439;Leicester;Crystal Palace;Hamza Choudhury;6418;MC;62;0;0;0;0;0.0;0.0
16439;Leicester;Crystal Palace;Harvey Barnes;6681;ML;90;2;0;1;1;0.17;0.35
16439;Leicester;Crystal Palace;Kelechi Iheanacho;620;FW;73;1;1;2;0;0.3;0.17
16439;Leicester;Crystal Palace;Jamie Vardy;755;FW;90;3;1;0;0;0.46;0.0
16439;Leicester;Crystal Palace;Boubakary Soumare;6310;Sub;28;0;0;0;0;0.0;0.0
16439;Leicester;Crystal Palace;James Maddison;6818;Sub;17;1;0;0;0;0.05;0.0
16439;Leicester;Crystal Palace;Marc Albrighton;753;Sub;8;0;0;0;0;0.0;0.0
16443;Tottenham;Aston Villa;Hugo Lloris;637;GK;90;0;0;1;0;0.0;0.18
16443;Tottenham;Aston Villa;Emerson;7430;DR;90;1;0;1;0;0.06;0.06
16443;Tottenham;Aston Villa;Cristian Romero;7218;DC;90;0;0;0;0;0.0;0.0
16443;Tottenham;Aston Villa;Eric Dier;643;DC;90;0;0;2;0;0.0;0.45
16443;Tottenham;Aston Villa;Sergio Reguilon;7187;DL;90;0;0;0;0;0.0;0.0
16443;Tottenham;Aston Villa;Pierre-Emile Hojbjerg;343;DMC;90;1;1;0;0;0.07;0.0
16443;Tottenham;Aston Villa;Oliver Skipp;7198;DMC;90;0;0;0;0;0.0;0.0
16443;Tottenham;Aston Villa;Lucas Moura;3293;AMR;90;1;0;3;0;0.16;0.14
16443;Tottenham;Aston Villa;Tanguy NDombele Alvaro;5962;AMC;77;1;0;1;0;0.11;0.16
16443;Tottenham;Aston Villa;Son Heung-Min;453;AML;90;5;0;2;1;0.55;0.12
16443;Tottenham;Aston Villa;Harry Kane;647;FW;90;6;0;1;0;0.39;0.41
16443;Tottenham;Aston Villa;Giovani Lo Celso;5681;Sub;13;2;0;1;0;0.46;0.05
16443;Tottenham;Aston Villa;Bryan Gil Salvatierra;7338;Sub;1;0;0;0;0;0.0;0.0
16443;Aston Villa;Tottenham;Emiliano Martinez;4401;GK;90;0;0;0;0;0.0;0.0
16443;Aston Villa;Tottenham;Ezri Konsa Ngoyo;7726;DC;90;0;0;1;0;0.0;0.07
16443;Aston Villa;Tottenham;Tyrone Mings;1024;DC;90;0;0;0;0;0.0;0.0
16443;Aston Villa;Tottenham;Kortney Hause;6859;DC;82;0;0;0;0;0.0;0.0
16443;Aston Villa;Tottenham;Matthew Cash;8864;DMR;90;2;0;0;0;0.06;0.0
16443;Aston Villa;Tottenham;Matt Targett;884;DML;90;1;0;2;1;0.05;0.71
16443;Aston Villa;Tottenham;Douglas Luiz;6122;MC;90;0;0;3;0;0.0;0.1
16443;Aston Villa;Tottenham;Jacob Ramsey;8941;MC;70;2;0;0;0;0.12;0.0
16443;Aston Villa;Tottenham;John McGinn;7723;MC;90;3;0;1;0;0.07;0.05
16443;Aston Villa;Tottenham;Danny Ings;986;FW;90;2;0;0;0;0.06;0.0
16443;Aston Villa;Tottenham;Ollie Watkins;8865;FW;90;3;1;0;0;0.71;0.0
16443;Aston Villa;Tottenham;Emiliano Buendia;2203;Sub;20;0;0;0;0;0.0;0.0
16443;Aston Villa;Tottenham;Bertrand Traore;695;Sub;8;0;0;0;0;0.0;0.0
16443;Aston Villa;Tottenham;Cameron Archer;9912;Sub;1;0;0;0;0;0.0;0.0
16444;West Ham;Brentford;Lukasz Fabianski;706;GK;90;0;0;0;0;0.0;0.0
16444;West Ham;Brentford;Vladimir Coufal;8965;DR;90;3;0;1;0;0.15;0.45
16444;West Ham;Brentford;Kurt Zouma;935;DC;90;1;0;0;0;0.07;0.0
16444;West Ham;Brentford;Angelo Ogbonna;528;DC;90;1;0;0;0;0.05;0.0
16444;West Ham;Brentford;Aaron Cresswell;534;DL;90;0;0;3;0;0.0;0.18
16444;West Ham;Brentford;Tomas Soucek;8288;DMC;90;0;0;2;1;0.0;0.15
16444;West Ham;Brentford;Declan Rice;5553;DMC;90;0;0;0;0;0.0;0.0
16444;West Ham;Brentford;Jarrod Bowen;1776;AMR;90;3;1;0;0;0.59;0.0
16444;West Ham;Brentford;Said Benrahma;3585;AMC;90;5;0;1;0;0.18;0.11
16444;West Ham;Brentford;Pablo Fornals;2335;AML;90;3;0;0;0;0.15;0.0
16444;West Ham;Brentford;Michail Antonio;531;FW;90;2;0;4;0;0.19;0.22
16444;Brentford;West Ham;David Raya;9676;GK;90;0;0;0;0;0.0;0.0
16444;Brentford;West Ham;Zanka;6030;DC;90;0;0;0;0;0.0;0.0
16444;Brentford;West Ham;Ethan Pinnock;9678;DC;90;1;0;1;0;0.01;0.08
16444;Brentford;West Ham;Pontus Jansson;1801;DC;90;1;0;0;0;0.02;0.0
16444;Brentford;West Ham;Sergi Canos;1078;DMR;90;2;0;0;0;0.14;0.0
16444;Brentford;West Ham;Rico Henry;9679;DML;90;0;0;2;0;0.0;0.07
16444;Brentford;West Ham;Christian Norgaard;7083;MC;90;0;0;0;0;0.0;0.0
16444;Brentford;West Ham;Shandon Baptiste;9914;MC;28;2;0;0;0;0.09;0.0
16444;Brentford;West Ham;Frank Onyeka;9681;MC;87;0;0;0;0;0.0;0.0
16444;Brentford;West Ham;Bryan Mbeumo;6552;FW;87;4;1;0;0;0.82;0.0
16444;Brentford;West Ham;Ivan Toney;998;FW;90;1;0;2;0;0.08;0.25
16444;Brentford;West Ham;Mathias Jensen;7166;Sub;62;1;0;1;0;0.13;0.02
16444;Brentford;West Ham;Mads Bidstrup;9682;Sub;3;0;0;0;0;0.0;0.0
16444;Brentford;West Ham;Yoane Wissa;5786;Sub;3;1;1;0;0;0.08;0.0
16441;Liverpool;Manchester City;Alisson;1257;GK;90;0;0;0;0;0.0;0.0
16441;Liverpool;Manchester City;James Milner;489;DR;79;0;0;1;0;0.0;0.03
16441;Liverpool;Manchester City;Joel Matip;332;DC;90;0;0;1;0;0.0;0.07
16441;Liverpool;Manchester City;Virgil van Dijk;833;DC;90;0;0;0;0;0.0;0.0
16441;Liverpool;Manchester City;Andrew Robertson;1688;DL;90;0;0;0;0;0.0;0.0
16441;Liverpool;Manchester City;Fabinho;3420;MC;90;1;0;0;0;0.3;0.0
16441;Liverpool;Manchester City;Curtis Jones;6665;MC;90;0;0;1;1;0.0;0.16
16441;Liverpool;Manchester City;Jordan Henderson;605;MC;90;0;0;0;0;0.0;0.0
16441;Liverpool;Manchester City;Mohamed Salah;1250;FWR;90;3;1;2;1;0.24;0.63
16441;Liverpool;Manchester City;Diogo Jota;6854;FW;69;1;0;0;0;0.07;0.0
16441;Liverpool;Manchester City;Sadio Mane;838;FWL;90;1;1;0;0;0.33;0.0
16441;Liverpool;Manchester City;Roberto Firmino;482;Sub;21;0;0;0;0;0.0;0.0
16441;Liverpool;Manchester City;Joseph Gomez;987;Sub;11;0;0;0;0;0.0;0.0
16441;Manchester City;Liverpool;Ederson;6054;GK;90;0;0;0;0;0.0;0.0
16441;Manchester City;Liverpool;Kyle Walker;638;DR;90;1;0;0;0;0.04;0.0
16441;Manchester City;Liverpool;Ruben Dias;8961;DC;90;0;0;0;0;0.0;0.0
16441;Manchester City;Liverpool;Aymeric Laporte;2498;DC;90;0;0;0;0;0.0;0.0
16441;Manchester City;Liverpool;Joao Cancelo;2379;DL;90;0;0;2;0;0.0;0.15
